"","year","country","land_use_tenure","lu_detail","lc_class","description","area_km2"
"1056",2006,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"1057",2004,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1496.02235904
"1058",1998,"BW","Wildlife (State)","Wildlife","120","Shrubland",187.60667904
"1059",2004,"ZW","Mixed (Private)","Wildlife","120","Shrubland",0.26839296
"1060",2012,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",98.05289472
"1061",2014,"BW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",78.90753024
"1062",2009,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",13.15125504
"1063",2005,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1491.01235712
"1064",2004,"ZW","Forest (State)","Forestry","120","Shrubland",1.07357184
"1065",2007,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",310.888512
"1066",2010,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"1067",2004,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.61035776
"1068",2017,"BW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",75.5973504
"1069",2002,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1070",2009,"ZW","Forest (State)","Forestry","120","Shrubland",67.18770432
"1071",2013,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1.69982208
"1072",1993,"ZW","Mixed (Private)","Wildlife","120","Shrubland",0.26839296
"1073",1998,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"1074",1996,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1075",2008,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1076",2015,"ZW","Forest (State)","Forestry","120","Shrubland",41.77983744
"1077",2009,"ZW","Forest (State)","Forestry","120","Shrubland",189.48542976
"1078",1998,"ZW","Wildlife (Communal)","Wildlife","120","Shrubland",1790.1810432
"1079",2017,"ZW","Wildlife (Communal)","Wildlife","120","Shrubland",1785.17104128
"1080",2005,"ZW","Mixed (Private)","Wildlife","120","Shrubland",0.26839296
"1081",2012,"ZW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",0.26839296
"1082",2007,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"1083",2002,"BW","Forest (State)","Forestry","120","Shrubland",1182.53938176
"1084",1997,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",26.839296
"1085",2007,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",26.03411712
"1086",2016,"ZW","Forest (State)","Forestry","120","Shrubland",189.2170368
"1087",2017,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",12.9723264
"1088",1996,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"1089",2012,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"1090",2009,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"1091",1997,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"1092",1992,"ZW","Forest (State)","Forestry","120","Shrubland",1.07357184
"1093",2005,"BW","Forest (State)","Forestry","120","Shrubland",1182.2709888
"1094",2014,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2548.30169088
"1095",2013,"ZW","Mixed (Private)","Arable/pastoral/built/mining","120","Shrubland",1336.5969408
"1096",2012,"ZW","Mixed (Private)","Mining/pastoral/bush/built","120","Shrubland",21.38197248
"1097",2016,"ZW","Forest (State)","Forestry","120","Shrubland",41.6009088
"1098",1994,"ZW","Mixed (Private)","Wildlife","120","Shrubland",0.26839296
"1099",2018,"ZW","Wildlife (Communal)","Wildlife","120","Shrubland",1784.3658624
"1100",2002,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.61035776
"1101",2008,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1102",1997,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.62625024
"1103",2015,"BW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",78.90753024
"1104",2003,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.61035776
"1105",2018,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",12.9723264
"1106",2014,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1107",2005,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",13.15125504
"1108",2007,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",13.15125504
"1109",1994,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",108.43075584
"1110",2008,"ZW","Forest (State)","Forestry","120","Shrubland",42.22715904
"1111",1993,"ZW","Forest (State)","Forestry","120","Shrubland",212.11990272
"1112",2005,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"1113",2001,"ZW","Mixed (Private)","Arable/pastoral/built/mining","120","Shrubland",1325.95068672
"1114",1998,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",107.89396992
"1115",2008,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"1116",2017,"ZW","Forest (State)","Forestry","120","Shrubland",41.42198016
"1117",2011,"ZW","Forest (State)","Forestry","120","Shrubland",189.48542976
"1118",1998,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1119",1997,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1512.57325824
"1120",2018,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1.43142912
"1121",2007,"ZW","Forest (State)","Forestry","120","Shrubland",201.83150592
"1122",2010,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",309.63601152
"1123",2011,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.61035776
"1124",1996,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",14.58268416
"1125",2013,"ZW","Wildlife (Communal)","Wildlife","120","Shrubland",1786.69193472
"1126",1994,"ZW","Forest (State)","Forestry","120","Shrubland",69.15591936
"1127",2018,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1357.88944896
"1128",1996,"ZW","Mixed (Private)","Arable/pastoral/built/mining","120","Shrubland",1319.33032704
"1129",2014,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1.69982208
"1130",2005,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",25.13947392
"1131",2009,"BW","Wildlife (State)","Wildlife","120","Shrubland",185.90685696
"1132",2018,"ZW","Forest (State)","Forestry","120","Shrubland",41.06412288
"1133",2011,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",518.35627008
"1134",2003,"ZW","Forest (State)","Forestry","120","Shrubland",42.9428736
"1135",2010,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1.69982208
"1136",2003,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",99.66325248
"1137",1995,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",171.14524416
"1138",2003,"ZW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",0.26839296
"1139",1996,"ZW","Forest (State)","Forestry","120","Shrubland",1.07357184
"1140",2003,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1141",2010,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"1142",2011,"ZW","Mixed (Private)","Arable/pastoral/built/mining","120","Shrubland",1338.02836992
"1143",1993,"ZW","Mixed (Private)","Arable/pastoral/built/mining","120","Shrubland",1318.34621952
"1144",2013,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",154.41541632
"1145",2012,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"1146",2016,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.62625024
"1147",2010,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",98.05289472
"1148",2016,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1149",2002,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"1150",2015,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1391.52803328
"1151",2003,"ZW","Forest (State)","Forestry","120","Shrubland",216.14579712
"1152",2009,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1411.83643392
"1153",2001,"ZW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",0.26839296
"1154",1993,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1512.66272256
"1155",1992,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1512.66272256
"1156",2009,"ZW","Mixed (Private)","Wildlife","120","Shrubland",0.26839296
"1157",1993,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",26.839296
"1158",1994,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.62625024
"1159",2002,"ZW","Wildlife (Communal)","Wildlife","120","Shrubland",1788.57068544
"1160",2016,"ZW","Forest (State)","Forestry","120","Shrubland",67.36663296
"1161",2008,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",518.35627008
"1162",2010,"ZW","Mixed (Private)","Arable/pastoral/built/mining","120","Shrubland",1337.75997696
"1163",2007,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",99.66325248
"1164",2003,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1.69982208
"1165",2016,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1390.63339008
"1166",2008,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",13.15125504
"1167",2015,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",518.17734144
"1168",2013,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",518.35627008
"1169",2016,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1170",1992,"BW","Forest (State)","Forestry","120","Shrubland",1185.13384704
"1171",1996,"ZW","Forest (State)","Forestry","120","Shrubland",69.15591936
"1172",2004,"BW","Forest (State)","Forestry","120","Shrubland",1182.2709888
"1173",2017,"ZW","Mixed (Private)","Arable/pastoral/built/mining","120","Shrubland",1332.74997504
"1174",1999,"ZW","Forest (State)","Forestry","120","Shrubland",48.57912576
"1175",2017,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.61035776
"1176",2017,"ZW","Forest (State)","Forestry","120","Shrubland",186.5331072
"1177",1998,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",172.03988736
"1178",2012,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1179",2018,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1180",2003,"ZW","Wildlife (Communal)","Wildlife","120","Shrubland",1788.03389952
"1181",1995,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.62625024
"1182",2010,"ZW","Forest (State)","Forestry","120","Shrubland",1.07357184
"1183",2009,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"1184",1996,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",26.839296
"1185",1997,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"1186",1999,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.62625024
"1187",2013,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"1188",2006,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",516.83537664
"1189",2001,"BW","Forest (State)","Forestry","120","Shrubland",1182.89723904
"1190",2001,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",173.02399488
"1191",2017,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",516.2091264
"1192",2002,"ZW","Forest (State)","Forestry","120","Shrubland",1.07357184
"1193",2008,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1430.71340544
"1194",1994,"ZW","Wildlife (Communal)","Wildlife","120","Shrubland",1791.9703296
"1195",2009,"ZW","Forest (State)","Forestry","120","Shrubland",42.22715904
"1196",2015,"ZW","Forest (State)","Forestry","120","Shrubland",67.18770432
"1197",1997,"ZW","Forest (State)","Forestry","120","Shrubland",214.44597504
"1198",1995,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1512.66272256
"1199",1996,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1512.66272256
"1200",2011,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",25.9446528
"1201",2010,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",154.41541632
"1202",2012,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1203",2005,"ZW","Forest (State)","Forestry","120","Shrubland",42.495552
"1204",2018,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"1205",2016,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1.52089344
"1206",1992,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2199.39084288
"1207",2018,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2532.01918464
"1208",2015,"BW","Wildlife (State)","Wildlife","120","Shrubland",185.45953536
"1209",1993,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",108.43075584
"1210",1994,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",26.839296
"1211",2001,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1504.3425408
"1212",1995,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"1213",2000,"ZW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",0.26839296
"1214",2015,"ZW","Mixed (Private)","Wildlife","120","Shrubland",0.26839296
"1215",2002,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"1216",1994,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",316.07744256
"1217",2006,"ZW","Forest (State)","Forestry","120","Shrubland",203.71025664
"1218",2002,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1219",2008,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"1220",1996,"BW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",85.25949696
"1221",2011,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"1222",2015,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2158.32672
"1223",2013,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",309.63601152
"1224",2017,"BW","Wildlife (State)","Wildlife","120","Shrubland",175.3500672
"1225",1993,"ZW","Forest (State)","Forestry","120","Shrubland",1.07357184
"1226",2011,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2160.563328
"1227",2006,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"1228",2006,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1229",2001,"ZW","Wildlife (Communal)","Wildlife","120","Shrubland",1788.03389952
"1230",2004,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.62625024
"1231",2004,"BW","Wildlife (State)","Wildlife","120","Shrubland",186.71203584
"1232",2016,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"1233",2013,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2549.10686976
"1234",2001,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"1235",2016,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",309.5465472
"1236",2007,"BW","Wildlife (State)","Wildlife","120","Shrubland",186.9804288
"1237",2018,"ZW","Forest (State)","Forestry","120","Shrubland",66.02466816
"1238",2011,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",309.63601152
"1239",2012,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1400.74285824
"1240",2002,"ZW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",0.26839296
"1241",2016,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",516.656448
"1242",1994,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"1243",1997,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2550.89615616
"1244",2007,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"1245",1998,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1512.57325824
"1246",2018,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.16303616
"1247",1995,"ZW","Forest (State)","Forestry","120","Shrubland",213.99865344
"1248",2008,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2549.91204864
"1249",2013,"ZW","Forest (State)","Forestry","120","Shrubland",41.77983744
"1250",1994,"BW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1512.66272256
"1251",2013,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2159.57922048
"1252",2000,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",173.02399488
"1253",2017,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1.52089344
"1254",2006,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.61035776
"1255",2008,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"1256",2014,"ZW","Forest (State)","Forestry","120","Shrubland",41.77983744
"1257",2011,"ZW","Forest (State)","Forestry","120","Shrubland",42.22715904
"1258",1999,"ZW","Forest (State)","Forestry","120","Shrubland",69.51377664
"1259",2005,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2559.30580224
"1260",2012,"ZW","Forest (State)","Forestry","120","Shrubland",41.77983744
"1261",1993,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"1262",1994,"ZW","Forest (State)","Forestry","120","Shrubland",49.92109056
"1263",2006,"BW","Wildlife (State)","Wildlife","130","Grassland",0.08946432
"1264",2010,"ZW","Wildlife (Communal)","Wildlife","130","Grassland",4.29428736
"1265",1993,"ZW","Mixed (Private)","Pastoral/bush/built","130","Grassland",0.71571456
"1266",2000,"ZW","Forest (State)","Forestry","130","Grassland",1.52089344
"1267",1993,"ZW","Forest (State)","Forestry","130","Grassland",0.17892864
"1268",2006,"BW","Forest (State)","Forestry","130","Grassland",29.075904
