"","year","country","land_use","class","description","area"
"2745",2001,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",34.17537024
"2752",2001,"ZW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.08946432
"2833",2001,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",39.45376512
"2851",2001,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",483.46518528
"2876",2001,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",10.02000384
"2884",2001,"ZW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",219.81383424
"2952",2001,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",0.62625024
"2989",2001,"ZW","Safari Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",56.72037888
"3068",2001,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",186.89096448
"3094",2001,"ZW","Wildlife Management Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",89.19592704
"3132",2001,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",17.17714944
"3186",2001,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",290.93796864
"3240",2001,"ZW","Hunting Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",19.14536448
"3269",2001,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",0.08946432
"3290",2001,"ZW","State Forest","62","Tree cover  broadleaved  deciduous  open (15-40%)",451.16856576
"3314",2001,"ZW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",2857.66930944
"3382",2001,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",608.17844736
"3410",2001,"ZW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",311.7831552
"3447",2001,"ZW","Wildlife Management Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",113.88807936
"41",2002,"ZW","Forest Reserve","10","Crop rainfed",0.26839296
"86",2002,"ZW","National Park","10","Crop rainfed",314.73547776
"99",2002,"ZW","Safari Area","10","Crop rainfed",6.53089536
"181",2002,"ZW","Wildlife Management Area","10","Crop rainfed",115.8562944
"219",2002,"ZW","Other Land","10","Crop rainfed",222.22937088
"226",2002,"ZW","State Forest","10","Crop rainfed",3.39964416
"312",2002,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",7.42553856
"335",2002,"ZW","State Forest","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",1.61035776
"358",2002,"ZW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",49.56323328
"441",2002,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.08946432
"476",2002,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",2.05767936
"483",2002,"ZW","Wildlife Management Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",40.52733696
"494",2002,"ZW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",13.95643392
"507",2002,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",74.16592128
"553",2002,"ZW","Safari Area","11","Crop rainfed - herbaceous cover",3.48910848
"569",2002,"ZW","Wildlife Management Area","11","Crop rainfed - herbaceous cover",118.71915264
"597",2002,"ZW","Other Land","11","Crop rainfed - herbaceous cover",158.799168
"633",2002,"ZW","National Park","11","Crop rainfed - herbaceous cover",6.62035968
"636",2002,"ZW","State Forest","11","Crop rainfed - herbaceous cover",1.69982208
"833",2002,"ZW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",14.94054144
"834",2002,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.17892864
"836",2002,"ZW","State Forest","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.08946432
"847",2002,"ZW","Safari Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",14.04589824
"900",2002,"ZW","Wildlife Management Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",11.09357568
"905",2002,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.35785728
"928",2002,"ZW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",31.13358336
"998",2002,"ZW","National Park","120","Shrubland",2175.14601216
"1013",2002,"ZW","Forest Reserve","120","Shrubland",7.33607424
"1052",2002,"ZW","State Forest","120","Shrubland",120.50843904
"1063",2002,"ZW","Other Land","120","Shrubland",2474.85148416
"1108",2002,"ZW","Forest Reserve","120","Shrubland",215.34061824
"1191",2002,"ZW","Other Land","120","Shrubland",19.2348288
"1243",2002,"ZW","Hunting Reserve","120","Shrubland",13.15125504
"1292",2002,"ZW","Wildlife Management Area","120","Shrubland",1766.11514112
"1308",2002,"ZW","Safari Area","120","Shrubland",2547.58597632
"1427",2002,"ZW","Wildlife Management Area","122","Shrubland deciduous",24.96054528
"1472",2002,"ZW","State Forest","122","Shrubland deciduous",3.31017984
"1474",2002,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1484",2002,"ZW","National Park","122","Shrubland deciduous",12.9723264
"1508",2002,"ZW","Other Land","122","Shrubland deciduous",30.23894016
"1522",2002,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1541",2002,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1625",2002,"ZW","State Forest","130","Grassland",1.52089344
"1631",2002,"ZW","Forest Reserve","130","Grassland",0.80517888
"1634",2002,"ZW","National Park","130","Grassland",106.99932672
"1652",2002,"ZW","Hunting Reserve","130","Grassland",5.63625216
"1672",2002,"ZW","Other Land","130","Grassland",5.09946624
"1753",2002,"ZW","Wildlife Management Area","130","Grassland",4.38375168
"1835",2002,"ZW","Safari Area","130","Grassland",10.2883968
"1964",2002,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.3419648
"1977",2002,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"2022",2002,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"2068",2002,"ZW","Other Land","190","Urban areas",19.50322176
"2089",2002,"ZW","Other Land","200","Bare areas",9.12536064
"2155",2002,"ZW","Safari Area","210","Water bodies",0.17892864
"2196",2002,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2232",2002,"ZW","Other Land","210","Water bodies",1.25250048
"2241",2002,"ZW","National Park","210","Water bodies",3.5785728
"2299",2002,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",6.53089536
"2405",2002,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",25.31840256
"2431",2002,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2470",2002,"ZW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",506.45751552
"2492",2002,"ZW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",16.5508992
"2496",2002,"ZW","Wildlife Management Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",4.56268032
"2505",2002,"ZW","Hunting Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",0.98410752
"2508",2002,"ZW","Safari Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",3.31017984
"2559",2002,"ZW","Safari Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.66803712
"2642",2002,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",23.79750912
"2657",2002,"ZW","State Forest","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",2.32607232
"2710",2002,"ZW","Wildlife Management Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",12.9723264
"2748",2002,"ZW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.08946432
"2750",2002,"ZW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",13.24071936
"2814",2002,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",39.45376512
"2893",2002,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",186.89096448
"2985",2002,"ZW","Wildlife Management Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",89.19592704
"3000",2002,"ZW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",233.68080384
"3001",2002,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",0.62625024
"3007",2002,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",10.02000384
"3040",2002,"ZW","Safari Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",57.07823616
"3051",2002,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",486.32804352
"3109",2002,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",290.93796864
"3122",2002,"ZW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",311.7831552
"3177",2002,"ZW","State Forest","62","Tree cover  broadleaved  deciduous  open (15-40%)",451.16856576
"3181",2002,"ZW","Hunting Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",19.14536448
"3187",2002,"ZW","Wildlife Management Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",113.88807936
"3201",2002,"ZW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",2869.1207424
"3235",2002,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",0.08946432
"3366",2002,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",17.17714944
"3388",2002,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",608.8046976
"9",2003,"ZW","Forest Reserve","10","Crop rainfed",0.26839296
"27",2003,"ZW","Safari Area","10","Crop rainfed",6.53089536
"163",2003,"ZW","Wildlife Management Area","10","Crop rainfed",115.49843712
"234",2003,"ZW","State Forest","10","Crop rainfed",3.39964416
"238",2003,"ZW","Other Land","10","Crop rainfed",222.7661568
"242",2003,"ZW","National Park","10","Crop rainfed",313.93029888
"262",2003,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",2.05767936
"339",2003,"ZW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",13.68804096
"401",2003,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",7.42553856
"426",2003,"ZW","State Forest","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",1.61035776
"448",2003,"ZW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",50.36841216
"474",2003,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",73.98699264
"516",2003,"ZW","Wildlife Management Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",41.51144448
"526",2003,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.08946432
"587",2003,"ZW","Safari Area","11","Crop rainfed - herbaceous cover",3.48910848
"591",2003,"ZW","Wildlife Management Area","11","Crop rainfed - herbaceous cover",118.62968832
"631",2003,"ZW","National Park","11","Crop rainfed - herbaceous cover",6.62035968
"662",2003,"ZW","State Forest","11","Crop rainfed - herbaceous cover",1.69982208
"698",2003,"ZW","Other Land","11","Crop rainfed - herbaceous cover",159.06756096
"763",2003,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.35785728
"815",2003,"ZW","State Forest","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.08946432
"838",2003,"ZW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",30.23894016
"894",2003,"ZW","Safari Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",14.04589824
"907",2003,"ZW","Wildlife Management Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",11.09357568
"920",2003,"ZW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",13.95643392
"922",2003,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.17892864
"1048",2003,"ZW","Other Land","120","Shrubland",19.2348288
"1076",2003,"ZW","Forest Reserve","120","Shrubland",215.34061824
"1111",2003,"ZW","Wildlife Management Area","120","Shrubland",1765.5783552
"1207",2003,"ZW","Forest Reserve","120","Shrubland",7.33607424
"1245",2003,"ZW","National Park","120","Shrubland",2175.23547648
"1260",2003,"ZW","State Forest","120","Shrubland",120.50843904
"1272",2003,"ZW","Other Land","120","Shrubland",2480.93505792
"1282",2003,"ZW","Hunting Reserve","120","Shrubland",13.15125504
"1342",2003,"ZW","Safari Area","120","Shrubland",2548.03329792
"1390",2003,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1401",2003,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1476",2003,"ZW","Wildlife Management Area","122","Shrubland deciduous",24.96054528
"1502",2003,"ZW","State Forest","122","Shrubland deciduous",3.31017984
"1515",2003,"ZW","Other Land","122","Shrubland deciduous",30.4178688
"1528",2003,"ZW","National Park","122","Shrubland deciduous",12.9723264
"1542",2003,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1680",2003,"ZW","Wildlife Management Area","130","Grassland",4.38375168
"1698",2003,"ZW","Hunting Reserve","130","Grassland",5.63625216
"1707",2003,"ZW","State Forest","130","Grassland",1.52089344
"1758",2003,"ZW","Other Land","130","Grassland",5.09946624
"1772",2003,"ZW","National Park","130","Grassland",106.99932672
"1813",2003,"ZW","Forest Reserve","130","Grassland",0.80517888
"1825",2003,"ZW","Safari Area","130","Grassland",10.2883968
"1949",2003,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"1960",2003,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.3419648
"1998",2003,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"2057",2003,"ZW","Other Land","190","Urban areas",19.50322176
"2108",2003,"ZW","Other Land","200","Bare areas",9.12536064
"2165",2003,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2177",2003,"ZW","Other Land","210","Water bodies",1.25250048
"2213",2003,"ZW","Safari Area","210","Water bodies",0.17892864
"2227",2003,"ZW","National Park","210","Water bodies",3.5785728
"2271",2003,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",6.53089536
"2315",2003,"ZW","Wildlife Management Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",4.56268032
"2326",2003,"ZW","Safari Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",3.31017984
"2339",2003,"ZW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",16.5508992
"2445",2003,"ZW","Hunting Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",0.98410752
"2478",2003,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2543",2003,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",25.31840256
"2547",2003,"ZW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",504.22090752
"2572",2003,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",22.99233024
"2615",2003,"ZW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",0.08946432
"2720",2003,"ZW","Wildlife Management Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",12.79339776
"2747",2003,"ZW","Safari Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",2.14714368
"2761",2003,"ZW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",6.79928832
"2790",2003,"ZW","State Forest","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",2.32607232
"2803",2003,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",10.02000384
"2810",2003,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",39.45376512
"2855",2003,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",486.6859008
"2900",2003,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",186.89096448
